party_label_ka,party_id,appearances,election_ids,label_resolves_to_n_ids
მომავალი საქართველო,future_georgia,108,parl_2012,2
მომავალი საქართველო,future_georgia_2014,5,local_2014,2
"მოქალაქეთა პოლიტიკური გაერთიანება ""თავისუფალი დემოკრატები""",free_democrats,122,parl_2020,1
მოქალაქეთა პოლიტიკური გაერთიანება “სრულიად საქართველოს სახალხო ალიანსი” (სსსა),peoples_alliance_2010,40,local_2010,1
მოქალაქეთა პოლიტიკური გაერთიანება „ქართული პოლიტიკა,adj2008_georgian_politics,1,adj_2008,1
მოქალაქეთა პოლიტიკური გაერთიანება “ქართული პოლიტიკა”,georgian_politics_2008,153,parl_2008,1
მოქალაქეთა პოლიტიკური გაერთიანება „ქართული პოლიტიკა”,adj2008_georgian_politics,5,adj_2008,1
მოქალაქეთა პოლიტიკური გაერთიანება „ჩვენი საქართველო - სოლიდარობის ალიანსი“,alliance,161,parl_2020,1
"მოძრაობა ""სამართლიანი საქართველოსთვის""",fair_georgia_2012,129,parl_2012,1
მოძრაობა თავისუფალი საქართველოსთვის,free_georgia_movement,139,parl_2020,1
მოძრაობა სახელმწიფო ხალხისთვის,for_people,1,local_2017,2
მოძრაობა სახელმწიფო ხალხისთვის,mikheil_antadze,1,pres_2018,2
"მპგ ""ახალი ძალა""",new_force,131,parl_2020,1
"მპგ ""ერთიანი ნაციონალური მოძრაობა""",unm,213,parl_2020,1
მპგ „თავისუფლება - ზვიად გამსახურდიას გზა“,freedom_gamsakhurdia,23,adj_2020,1
"მპგ ""ლელო საქართველოსთვის""",lelo,143,parl_2020,1
"მპგ ""საქართველოს ქრისტიან კონსერვატიული პარტია""",mekhatishvili,1,pres_2018,1
"მპგ ""საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა""",khutsishvili,1,pres_2018,1
"მპგ ""ქართული იდეა""",georgian_idea,140,parl_2020,1
მპგ “ქართული იდეა“,georgian_idea,19,adj_2020,1
"მპმ ""სოციალური სამართლიანობისათვის""",social_justice_2020,149,parl_2020,1
მრეწველობა გადაარჩენს საქართველოს,industry_sakartvelo,204,adj_2008;parl_2020,2
მრეწველობა გადაარჩენს საქართველოს,meunargia,1,pres_2018,2
მუსლიმთა ეროვნული საბჭო,muslim_1919,5,parl_1919,1
მშრომელთა სოციალისტური პარტია,workers_socialist,231,local_2017;local_2021;parl_2016,1
მწვანეთა პარტია,greens_geo,53,local_2025,1
ნაციონალური მოძრაობა,unm,2,local_2014,1
ნინო ბურჯანაძე - ერთიანი ოპოზიცია,burjanadze_united_opposition_2014,1599,local_2014,1
ნინო ბურჯანაძე − ერთიანი ოპოზიცია,burjanadze_united_opposition_2014,816,local_2014,1
ნინო ბურჯანაძე ერთიანი ოპოზიცია,burjanadze_united_opposition_2014,2,local_2014,1
ნინო ბურჯანაძე-ერთიანი საქართველო-დემოკრატიული მოძრაობა,democratic_movement,144,parl_2020,1
"ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)",nonparliamentary_opposition_2014,2,local_2014,1
"პ/გ - ""საქართველოს პატრიოტთა ალიანსის"" წევრი",patriots,136,parl_2020,1
"პ/გ ""ახალი ქრისტიან-დემოკრატები""",chkheidze,1,pres_2018,1
"პ/გ ""ევროპული საქართველო  მოძრაობა თავისუფლებისთვის""",bakradze,1,pres_2018,1
"პ/გ ""ეროვნულ-დემოკრატიული პარტია"" (ედპ)",iashvili,1,pres_2018,1
"პ/გ ""თავისუფალი დემოკრატები""",usupashvili,1,pres_2018,1
"პ/გ ""თავისუფალი საქართველო""",kukava,1,pres_2018,1
"პ/გ ""მოძრაობა თავისუფალი საქართველოსთვის""",gorgadze,1,pres_2018,1
"პ/გ ""სამართლიანობის აღდგენის კავშირი ხმა ერისა: უფალია ჩვენი სიმართლე""",saluashvili,1,pres_2018,1
"პ/გ ""სამოქალაქო პლატფორმა  ახალი საქართველო""",baghdavadze,1,pres_2018,1
"პ/გ ""ქრისტიან დემოკრატიული მოძრაობა""",gabunia,1,pres_2018,1
"პ/გ პარტია ""საქართველო""",liluashvili,1,pres_2018,1
პ/გ ჩვენ თვითონ,adj2008_chven_tviton,31,adj_2008,1
პაატა ბურჭულაძე - სახელმწიფო ხალხისთვის,burchuladze,28,adj_2016,1
"პარტია ""საქართველო""",georgia_party,160,parl_2020,1
პარტია(ქრისტიან დემოკრატები),christian_democrats_2014,1,local_2014,1
"პოლიტიკური გაერთიანება ""ახალი მემარჯვენეები""",new_rights_2012,149,parl_2012,1
"პოლიტიკური გაერთიანება ""საქართველოს მშრომელთა საბჭო""",workers_socialist,123,parl_2012,1
პოლიტიკური გაერთიანება “საქართველოს სპორტსმენთა კავშირი”,sports_union_2008,101,parl_2008,1
"პოლიტიკური გაერთიანება ""სახალხო პარტია""",peoples_party,105,parl_2012,1
პოლიტიკური გაერთიანება „ქართული დასი”,adj2008_kartuli_dasi,5,adj_2008,1
პოლიტიკური გაერთიანება “ქრისტიანულ-დემოკრატიული ალიანსი (ქდა)”,christian_democratic_alliance_2008,171,parl_2008,1
პოლიტიკური გაერთიანება „ჩვენ თვითონ”,adj2008_chven_tviton,3,adj_2008,1
პოლიტიკური მოძრაობა,veterans_patriots_2014,1,local_2014,1
"პოლიტიკური მოძრაობა ""თავისუფლება -  ზვიად გამსახურდიას გზა""",tskharagauli,1,pres_2018,1
"პოლიტიკური მოძრაობა ""თავისუფლება - ზვიად გამსახურდიას გზა""",freedom_gamsakhurdia,115,parl_2012,1
პოლიტიკური მოძრაობა “თავისუფლება”,freedom_2010,88,local_2010,1
პოლიტიკური მოძრაობა „მრეწველობა გადაარჩენს საქართველოს”(მგს),industry_sakartvelo,1,adj_2008,1
პოლიტიკური მოძრაობა „მრეწველობა გადაარჩენს საქრთველოს”(მგს),industry_sakartvelo,5,adj_2008,1
პოლიტიკური მოძრაობა “სოლიდარობა”,solidarity_2010,11,local_2010,1
პოლიტიკური პარტია “მომავალი საქართველო”,future_georgia,6,local_2010,1
პოლიტიკური პარტია “ჩვენი ქვეყანა”,our_country_2008,1,local_2010,1
პროგრესულ-დემოკრატიული მოძრაობა,progressive_democratic_2017,50,local_2017,1
"პროგრესულ-დემოკრატიული მოძრაობა (""თქვენგან, თქვენთვის, თქვენთან ერთად!"")",progressive_democratic_2016,20,parl_2016,1
"პროგრესულ-დემოკრატიული მოძრაობა (თქვენგან, თქვენთვის, თქვენთან ერთად!)",progressive_democratic_2016,100,parl_2016,1
პროგრესული საქართველო,progressive_georgia,126,parl_2020,1
რესპუბლიკური პარტია,republicans_2016,55,local_2017,1
რეფორმატორები,reformators,123,parl_2020,1
რუსეთის სოციალ-დემოკრატთა მუშათა პარტია,sdwpr_1919,12,parl_1919,1
საარჩევნო ბლოკი - „ნინო ბურჯანაძე - დემოკრატიული მოძრაობა“,burjanadze_democratic,36,adj_2016,1
"საარჩევნო ბლოკი „ბაქრაძე, უგულავა-ევროპული საქართველო”",european_georgia,2471,local_2017,1
"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",united_opposition_2008,164,parl_2008,1
საარჩევნო ბლოკი „გიორგი ვაშაძე - ერთობა ახალი საქართველო”,vashadze_2017,369,local_2017,1
საარჩევნო ბლოკი „გიორგი ვაშაძე - ერთობა ახალი საქართველო” გოჩა ომაიძე 2017 წლის 21 ოქტომბრის მუნიციპალიტეტის წარმომადგენლობითი ორგანოს -საკრებულოსა და,vashadze_2017,1,local_2017,1
საარჩევნო ბლოკი „გიორგი ვაშაძე-სტრატეგია აღმაშენებელი”,agmashenebeli,157,parl_2020,1
"საარჩევნო ბლოკი „დავით თარხან-მოურავი, ირმა ინაშვილი - საქართველოს პატრიოტთა ალიანსი, გაერთიანებული ოპოზიცია”",patriots,71,parl_2016,1
"საარჩევნო ბლოკი „დიმიტრი ლორთქიფანიძე, კახა კუკავა-დემოკრატიული მოძრაობა-თავისუფალი",yes,29,local_2017,1
"საარჩევნო ბლოკი „დიმიტრი ლორთქიფანიძე, კახა კუკავა-დემოკრატიული მოძრაობა-თავისუფალი საქართველო”",free_georgia,1652,local_2017,1
საარჩევნო ბლოკი „ერთიანი ნაციონალური,yes,2,local_2017,1
საარჩევნო ბლოკი „ერთიანი ნაციონალური მოძრაობა-გაერთიანებული ოპოზიცია „ძალა ერთობაშია”,unm,25,parl_2020,1
საარჩევნო ბლოკი „ერთიანი ნაციონალური მოძრაობა”,unm,2363,local_2017;parl_2016,1
საარჩევნო ბლოკი „ერთიანი ნაციონალური მოძრაობა” მარინა დათუკიშვილი 2017 წლის 21 ოქტომბრის მუნიციპალიტეტის წარმომადგენლობითი ორგანოს -საკრებულოსა და თვითმმართველი ქალაქის/თვითმმართველის თემის,unm,1,local_2017,1
საარჩევნო ბლოკი „ერთიანი ნაციონალური მოძრაობა” სანდრა,unm,1,parl_2016,1
"საარჩევნო ბლოკი „თოფაძე - მრეწველები, ჩვენი სამშობლო”",industry_sakartvelo,33,parl_2016,1
"საარჩევნო ბლოკი “მემარჯვენე ალიანსი, თოფაძე–მრეწველები (მ.გ.ს., ერთობა, ე.დ.პ.)”",right_alliance_2008,112,parl_2008,1
საარჩევნო ბლოკი „ნინო ბურჯანაძე - დემოკრატიული მოძრაობა”,burjanadze_democratic,49,parl_2016,1
საარჩევნო ბლოკი „პაატა ბურჭულაძე - სახელმწიფო ხალხისთვის”,burchuladze,57,parl_2016,1
საარჩევნო ბლოკი „სახალხო-ხალხის ერთსულოვნება”,peoples_unity_2017,146,local_2017,1
საარჩევნო ბლოკი “ტრადიციონალისტები – ჩვენი საქართველო და ქალთა პარტია”,traditionalists,171,parl_2008,1
საარჩევნო ბლოკი „ჩვენები - სახალხო პარტია”,chvenni_peoples,26,parl_2016,1
"საარჩევნო ბლოკი დავით თარხან-მოურავი, ირმა ინაშვილი - საქართველოს პატრიოტთა ალიანსი, გაერთიანებული ოპოზიცია",patriots,201,parl_2016,1
საარჩევნო ბლოკი ერთიანი ნაციონალური მოძრაობა,unm,226,parl_2016,1
"საარჩევნო ბლოკი თოფაძე - მრეწველები, ჩვენი სამშობლო",industry_sakartvelo,109,parl_2016,1
საარჩევნო ბლოკი ნინო ბურჯანაძე - დემოკრატიული მოძრაობა,burjanadze_democratic,163,parl_2016,1
საარჩევნო ბლოკი პაატა ბურჭულაძე - სახელმწიფო ხალხისთვის,burchuladze,177,parl_2016,1
საარჩევნო ბლოკი ჩვენები - სახალხო პარტია,chvenni_peoples,198,parl_2016,1
"საარჩევნო სუბიექტი ""სახალხო მოძრაობა""",peoples_movement_2012,118,parl_2012,1
საინიციატივო,initiative_group,1,local_2014,1
საინიციატივო ჯგუფი,initiative_group,11,local_2017,4
საინიციატივო ჯგუფი,maisashvili,1,pres_2008,4
საინიციატივო ჯგუფი,patarkatsishvili,1,pres_2008,4
საინიციატივო ჯგუფი,sarishvili_chanturia,1,pres_2008,4
"საინიციატივო ჯგუფი - 01. ნონა ცერცვაძე, შორენა ცალუღელაშვილი, მარიამი კახნიაშვილი, დავით კახნიაშვილი, ანა შერგელაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 02. ჯუანშერ მაღლაკელიძე, ტრისტანი არეშიძე, ზაზა ბერიძე, ალექსანდრე ზიბზიბაძე, უჩა მაღლაკელიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 05. აკაკი კუპატაძე, შალვა კაკაურიძე, გიორგი კაპანაძე, დავით ჭულუხაძე, უჩა ჭანტურიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 08. გიორგი ჭანკვეტაძე, ივანე კახნიაშვილი, თეიმურაზ არაბიძე, დავით ჭიჭინაძე, გაგა არაბიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. აიკუშ წარუკიან, ნათელა წარუკიან, სერგეი წარუკიან, კარენ ხაჩატრიან, სამველ არისტაკესიან",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. არტავაზდ რსტაკიან, რაფიკ გურჯანიან, ავთანდილ მაზმანიშვილი, ვაჰან ღაზარიან, რომიკ პარაკესიკიან",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. ზვიადი ღვინიაშვილი, პაატა საბაძე, რატი საბაძე, ნინო ოსიძე, მერაბი საბაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. თორნიკე ჩუხუა,გურამი ჩუხუა,ილო გაბელია,ორდენ ჩუხუა,ზვიად ჩუხუა",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - 1. იზოლდა ნაროუშვილი; დავით უნდილაშვილი; მზია ლაბაური; ბესიკ ჩალაური; გიორგი საგინაშვილი.,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. ნიკოლოზი ადუაშვილი;რომანი ოქრიაშვილი, ანზორი დევნოზაშვილი,ალზირა დევნოზაშვილი, მუბარის ყურბანოვ",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 1. სოფიკო ქურდაძე, ირაკლი კახიძე, ქეთევანი კახიძე,გიორგი ხვედელიძე, გია თუშურაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 2. გიორგი ყაველაშვილი, კონსტანტინე კობახიძე, ზურაბი კახიძე, დავითი ყანჩაშვილი, გიორგი ბრეგვაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 2. მინდია ჯეირანაშვილი, თორნიკე ღოღელიანი, ვალერიან ჭუნაშვილი, იოსები მანაგაძე, ივანე შიოლაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 2. ტიგრან პეპანიან, ხაჩატურ ზადოიან, არტურ გალუსტიან, აგაბეკ აგაჯანოვი, გაგიკ გალუსტიან",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 201. გიორგი მამალაძე, ივანე მამალაძე, თამარა ჟღენტი, ნანა თოდრია, სიმონ მამალაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 203. გერონტი თოდრია, ირაკლი თოდრია, ანზორი თოდრია, ზურაბ უღრელიძე, ილარიონ მეფარიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 223. ნუკრი ლომთათიძე, ავთანდილ კიკვაძე, გია ლომინეიშვილი, ლალი ლომინეიშვილი, მზია კიკვაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 224. ნუკრი ირემაძე, აკაკი ტუნაძე, თამაზი ჭელიძე, ლევან რამიშვილი, გოჩა რამიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 234. ნიკა შათირიშვილი, ლაშა შათირიშვილი, ვალერიან ტრაპაიძე, ლილი ტრაპაიძე, მამუკა ტრაპაიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 26. რევაზ სალაძე, ედუარდ ბოსტოღანაშვილი, გოჩა მელიქიშვილი, დავით ბუცხრიკიძე, დავით სამუნაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 3. გიორგი ბასლიკაშვილი, ვალერი მამისაშვილი, რამაზი კევლიშვილი, მიხეილ დიღმელაშვილი, მიხეილ გორელაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 3. თამაზ სირაძე, შორენა ქათამაძე, დათო ქათამაძე, ნათია ვაშაყმაძე, თეონა ვაშაყმაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 3. ილია ყავრელიშვილი, ფრიდონ ბალახაძე, ნიკოლაი აჩელაშვილი, კახა ხმალაძე, პეტრე წინწკალაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 3. ნათია გვილია,გიორგი კიტია,ავთანდილ შონია,იური კვარაცხელია,გია ლატარია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 3. რამინი ქებურია,ვალუტა ქირია,გია ჩაკაბერია,როზა მუშუქია,თეიმურაზი სიჭინავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 31. თენგიზ ბაბუნაშვილი, თამარ კუპრაშვილი, ნატალია თოფურია, ვასილ მელიქიძე, მიხეილ ზლოდეევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 4. გიორგი ნიბლოშვილი, მერაბი ქმოსტელი, თეიმურაზ ბუჯიაშვილი, ლერი დევლარიშვილი,ხვიჩა თამაზაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 4. ელგუჯა გიგლემიანი, ერეკლე ფირცხელიანი, ნინო გიგლემიანი, მამუკა მარკოიძე, დარეჯან იარლოვა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 4. თამაზ ნათენაძე, ვანო ნათენაძე, ნაზი ხოსიტაშვილი, მანთაშო კოჟორიძე, საბა ნათენაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 4. მზეონა გაბედავა,დავარი კვარაცხელია,შორენა ღურწკაია,მამუკა გაბედავა,ნანი თოდუა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. გოგიტა კუპრეიშვილი, ლაშა კუპრეიშვილი, სულხანი ალანია, იამზე ქვილითაია, გოჩა კუჭუხიძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. გოჩა პაქსაძე, მელანო პაქსაძე, გენად პაქსაძე, ნარგიზ ბოლქვაძე, მურად პაქსაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. დავით გვაზავა,გურამ სილაგავა,გონელი ჯღარკავა,გურამ სურმავა,ირაკლი სილაგავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ეთერ უჩავა,გულვერ ჯღარკავა,შორენა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ელვარდი ჭანტურია, ირა ჯულაყიძე, რომან გაბელაია, ნანა გაბელაია, ლევან გაბელაია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ვასილ გოგიშვილი,ტრისტან გიგაური,ეთერ ქენქაძე, ელენა გოგოლაური, ლევან დემეტრაშვილი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ზაზა გამზარდია, დავითი ცომაია, ნათელა რუსია, ნაირა ლეკიშვილი, თამარ სტურუა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. თეიმურაზი კეკელიძე, სპირიდონ სურმავა, მამუკა კეკელიძე, ივანე ჯანაშია, ოლეგი ჩიტეიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. თემურ ბოლქვაძე, ასლან დუმბაძე, ბეჟან ბოლქვაძე, ბაგრატ აბულაძე, ნანა ბოლქვაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. თეონა ქუთათელაძე, ვინარი ქუთათელაძე,თეიმურაზ ქუთათელაძე, თამარი ფირცხალავა, დავით მაჭარაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. თორნიკე პერტენავა, ნარგიზა ქოიავა, ბექა თოფურია, გიორგი რუბენია, ბეჟანი კორძახია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ირაკლი მიქაძე, შოთა მიქაძე, ემზარ რუსია, პაატა ნაუმოვი, ზაალი ნაუმოვი.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ლაშა ხუროძე, გიული ჩაგუნავა, გიორგი გიორხელიძე,თემურ ჩაკვეტაძე, ირაკლი ფირცხალავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. მამუკა სხულუხია,ოქროპირ ბერიშვილი,არკად ცაავა, ვახტანგ ჭედიშვილი,დიმა ნაჭყებია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ნინო ზაქრაძე, ბონდო ლორია, ბადრი ლორია, გულნარა ჩაჩუა, ვენერა შალვაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ჟირონი ხუჯაძე,ლევანი ანდრიაძე, იზოლდა ანდრიაძე, კოტე ანდრიაძე, თამილა ანდრიაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. რამაზ ხიმშიაშვილი, იამზე ტარიელაძე, როლანდ თურმანიძე, ნოდარ ქამადაძე, თამილა კეკელიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. რევაზ რურუა,გოჩა სართანია,თემურ სიგუა,ენვერ ძაგანია,რამაზ რურუა.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. რეზო ტაკიძე, შორენა ტაკიძე, სერგო ტაკიძე, ასმათ ბოლქვაძე, ზურაბ ტაკიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. სერგო ირემაშვილი, ლია ბასიაშვილი,ლალი გელიაშვილი,ქეთევან დავლაშერიძე,ელზა გორგაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ქუხილავა თორნიკე,ლომია ზაური,ფიფია გოგა,ლევან ფიფია,ფიფია კალისტრატე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. შორენა ბედია,ლევან დანელია,ლილი ციცხვაია,ინეზა გაწერელია,თეიმურაზ ჟორდანია.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ციალა შავაძე, მთვარისა კირთაძე, თინა ბოლქვაძე, ასმათ კოჩალიძე, დალი თავართქილაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 42. ხვიჩა ცეცხლაძე, ლერი ფუტკარაძე, ინგა ცეცხლაძე, გულნაზ ტაკიძე, რუბენ გუნდაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 44. ამირან საგინაძე, სულიკო საგინაძე, თენგიზ საგინაძე, ნუგზარ საგინაძე, მიხეილ საგინაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 45. ომარ პაქსაძე, ამირან ხმალაძე, როლანდ გელაძე, გენადი გელაძე, ბადრი ძირკვაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 5. ასლან ბოლქვაძე, ლევან ხარაბაძე, ბადრი მუშარბაძე, ზაზა ბოლქვაძე, ედნარ ირემაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 5. რინული ნოდია,ნანული ნიკოლავა,ბაკური შურღაია,გულნაზი ბენდელიანი,ვიტალი ცხადაია",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 5. შორენა ოსიძე, ბაირამ პაქსაძე, გელა პაქსაძე, ვენერა მაღრაძე, ელგუჯა მაღრაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 6. ალექსანდრე არაჰამია,გონერი ბუკია,ლადო ბუკია,სევერიანე არაჰამია ,ბექა ლაგვილავა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 6. დავით არაქელიან, სანდრიკ ალექსანიან, მუშეღ სტეპანიან, სერიოჟა ქეროპიან, ვარშამ მაკარიან",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 6. მზიური ბოლქვაძე, რამინ ჯოყილაძე, ზებურ აბუსელიძე, გენადი თავართქილაძე, პაატა ჯორბენაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 7. არტურ ასლანიან, გრიგორ სტეპანიან, სტეპან შირინიან, პეტროს სტეპანიან, ვილგენ ვარდანიან",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - 7. თურან თაზახანოვი, მახმად ალაზოვი, ორუჯ მირზალიევი, ისმაილ ისაევი, საბუთაი ალიევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ავთანდილ თეგეთაშვილი,არჩილ მიგრიაული,შალვა წიკლაური,კობა კობაიძე,ზურაბ ბექაური",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ავთანდილ ხოზრევანიძე, გივი აბაშიძე, ომარ ქამადაძე, დათუნა ჯოყილაძე, თენგიზ თავართქილაძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ავთანდილი ჯოხაძე, გიორგი ფცქიალაძე, ვლადიმერი ბაქრაძე, ნოდარი ბუთხუზი, გიორგი ყავრელიშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ალადინ გარაბაგლი,კამილ მუსაევი,ფარმან ისმაილოვი,რაშიდ ორუჯოვი,ელვარ გასანოვ",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ალექსანდრე ლობჯანიძე, ტარიელი გავაშელი, გივი ლობჯანიძე, ზაალ გოგრიჭიანი, ლალი მეტრეველი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ალექსანდრე მესაბლიშვილი;კობა ჯველაური; აკაკი დავიდოვი, გიორგი ჭილაშვილი; ლაშა ერთგულაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ალექსი კაპანაძე, პაატა გელაშვილი, გიორგი გაგნიძე, იაგო ხაჩიძე, ინგა დავრაშელიძე.",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ალექსი ყიფიანი;გიორგი მელქუაშვილი;ალექსანდრე ალექსანაშვილი;ლევან თათარაშვილი;გოგი მაისურაძე,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ამირან ფუტკარაძე, მამული ღლონტი, დავით ლეჟავა, ზურაბ ვასაძე, აივენგო ქუტიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ანნა ჯანგირაშვილი, გიორგი ხეიძე, ნინო ბუჩუკური, ხატია კვირკვეიშვილი, რომანი თანიაშვილი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - არმენ არუთიუნიანი,სარქის მანუჩარიანი,, ზორენ სარგისიანი,არშაკ სუგიანი,კარინე მინასიანი, სლავიკ აბგარიანი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ასლან ჯორთმენაძე,გიორგი შაქარაძე,ედნარ ძნელაძე,ნუკრი შაქარაძე,ზვიად ბეჟანიძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - აქვსენტი გელაშვილი, ნანული მოდებაძე, ნანა მერმანიშვილი, ბიჭიკო ცხოვრებოვი, ირინე ჭუმბურიძე.",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - აქვსენტი ქუთათელაძე, რევაზი ცქვიტინიძე, ნინა ვასაძე, ლავრენტი ვასაძე, რომან ინწკირველი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ბახადინ გუსეინოვი, ალტაი გასიმოვი,მეხფარე კასუმოვა,მინავარ გასიმოვა,ნურაი კასუმოვა",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ბახმან გასანოვი, სახილ ისმაილოვი, როიალ ბადალოვი, ორუჯ კასუმოვი, ნამიგ კურბანალიევი",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ბეგლარ წითელაძე,მერაბ ხალვაში,ავთანდილ შარაძე,მაკა წითელაძე,ეკატერინე წითელაძე",initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ბესარიონ ნიკურაძე, ჯაბა ნიკურაძე, თეა მეგენეიშვილი, მურმან ნიკურაძე, დათო ნიკურაძე",initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ბესლან ბაღაკაშვილი; ზეზვა გუნაშაშვილი; ელიოზ კუშტანაშვილი; გია კუშტანაშვილი; ბერდია ისახაშვილი,initiative_group,1,local_2017,1
საინიციატივო ჯგუფი - ბიძინა ცაძიკიძე; გიორგი ქარსამაული; იოსებ ბექურაიძე; ნინო იაკობაშვილი;დავით ბელადიძე,initiative_group,1,local_2017,1
"საინიციატივო ჯგუფი - ბორისი მაჭარაშვილი, რობიზონი ხარებაშვილი, გიორგი რაზმაძე, ნანა ივანეიშვილი, ლიანა გოგოსაშვილი.",initiative_group,1,local_2017,1
