"precinct_id","district_id","party_id","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
1010,1,"mechiauri",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"national_democrats",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"new_christian_democrats",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"patriots",42,0.060519,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"peoples_unity_2017",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"progressive_democratic_2017",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"republicans_2016",20,0.028818,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"traditionalists",0,0,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"unity_development",1,0.001441,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"unm",106,0.152738,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"vashadze_2017",24,0.034582,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"workers_socialist",1,0.001441,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1010,1,"zviads_way",4,0.005764,1526,740,225,564,0.484928,0.147444,0.369594,46,0.062162
1011,1,"burchuladze",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"burjanadze_democratic",36,0.055814,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"communist_stalinist",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"construction_movement_2017",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"european_georgia",78,0.12093,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"freedom_gamsakhurdia",13,0.020155,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"gd",289,0.448062,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"georgia_2016",3,0.004651,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"labour",20,0.031008,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"left_alliance",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"mamuli_ena",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"mechiauri",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"national_democrats",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"new_christian_democrats",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"patriots",36,0.055814,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"peoples_unity_2017",2,0.003101,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"progressive_democratic_2017",2,0.003101,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"republicans_2016",18,0.027907,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"traditionalists",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"unity_development",0,0,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"unm",116,0.179845,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"vashadze_2017",27,0.04186,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"workers_socialist",3,0.004651,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1011,1,"zviads_way",2,0.003101,1565,685,236,571,0.4377,0.150799,0.364856,39,0.056934
1012,1,"burchuladze",0,0,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"burjanadze_democratic",27,0.041348,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"communist_stalinist",0,0,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"construction_movement_2017",0,0,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"european_georgia",75,0.114855,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"freedom_gamsakhurdia",8,0.012251,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"gd",312,0.477795,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"georgia_2016",1,0.001531,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
1012,1,"labour",14,0.02144,1530,709,184,560,0.463399,0.120261,0.366013,55,0.077574
